Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
09/30/20,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,816,66,792,45,,,,,,23,2,29,2,,,,,,16,1,19,1,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,0,0,0,0,,,,,,189.39,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
09/30/20,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1333,9,,,,,,,,141,1,,,,,,,,11569.45,119.64,,,,,,,,72,0,,,,,,,,2,0,,,,,,,,8581.23,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,7,0,,,,,,,,4,0,,Yes,Yes,Yes,
09/30/20,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5367,180,,,,,,,,232,4,,,,,,,,20682.44,2034.76,,,,,,,,73,4,,,,,,,,5,0,,,,,,,,10128.25,1025.34,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,7,0,,,,,,,,1,0,,Yes,Yes,Yes,
09/30/20,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,691871,74247,,,,,,,,99685,6161,,,,,,,,14847397,4603378,,,,,,,,2802,46,,,,,,,,2346,43,,,,,,,,134283,34892,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
09/30/20,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,837,60,,,,,,,,40,2,,,,,,,,4238.45,179.91,,,,,,,,8,0,,,,,,,,1,0,,,,,,,,1516.39,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
09/30/20,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,104874,18374,,,,,,,,21171,1446,,,,,,,,9037986.06,1085163.27,,,,,,,,873,10,,,,,,,,873,10,,,,,,,,2000303.99,46128.83,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,N/A
09/30/20,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,274,0,274,0,,,,,,107,0,107,0,,,,,,2222,0,3201,0,,,,,,3,0,3,0,,,,,,2,0,2,0,,,,,,383,0,552,0,,,,,,11,0,11,0,,,,,,11,0,11,0,,,,,,9,0,9,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,81,0,73,0,,,,,,6383,0,3788,0,,,,,,13,0,13,0,,,,,,9,0,9,0,,,,,,4690,0,1984,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1568,0,1391,7,,,,,,106,0,137,0,,,,,,36,0,55,0,,,,,,5,0,8,0,,,,,,5,0,8,0,,,,,,625,0,1392,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,590,0,313,0,,,,,,29,0,12,0,,,,,,1804.43,0,325.19,0,,,,,,7,0,4,0,,,,,,7,0,4,0,,,,,,1804.43,0,325.19,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,No,Contacting customers before any disconnections are initiated.. Customers have been very cooperative with making partial payments. Joel Clarke 919-662-0457
09/30/20,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,558,0,,,,,,,,5,0,,,,,,,,203.34,0,,,,,,,,2,0,,,,,,,,2,0,,,,,,,,407.79,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,6898,1899,,,,,,,,344,60,,,,,,,,30209.96,20846.96,,,,,,,,69,5,,,,,,,,69,5,,,,,,,,21841.9,3033.4,,,,,,,,36,0,,,,,,,,36,0,,,,,,,,36,0,,,,,,,,0,0,,Yes,Yes,Yes,"36 customer disconnect/reconnected are ALL prepaid customers - no traditionally billed customers have been disconnected/reconnected.
All residential customers with past due balances were emailed with info on past due amounts and payment plan information.
All customers were emailed to notify of return to normal billing operations.
All emails contain payment plan options and information."
09/30/20,Water/Sewer,"A & D Water Service, Inc. (Docket Number W-1049)",Yes,Both water and wastewater customers,428,1,425,14,,,,,,70,0,56,2,,,,,,3699.71,0,2236.35,218.42,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,668.23,0,193.18,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"CBL & Associates Management, Inc. - Alamance Crossing (Docket Number W-1311)",No,Water only,,,,,45,45,,,44,,,,,,,,,18,,,,,,,,,4004.58,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Yes,"Two businesses closed, 2 businesses are on rent relief giving them water credits that retro back to June. All balances are cumulative."
09/30/20,Water/Sewer,SAXAPAHAW UTILITY COMPANY (Docket Number W-1250),Yes,Both water and wastewater customers,145,20,0,20,,,,,,11,3,0,3,,,,,,2124.46,1388.09,0,1388.09,,,,,,3,1,0,1,,,,,,0,1,0,1,,,,,,534.19,0,0,0,,,,,,5,0,0,0,,,,,,5,0,0,0,,,,,,4,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
09/30/20,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,2,1,,,,,,,,1,0,,,,,,,,20046,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"CBL & Associates Management, Inc. - Mayfaire (Docket Number W-1311)",Yes,Water only,,,,,,,0,78,,,,,,,,0,36,,,,,,,,0,33375.19,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,1989,16,0,4,,,,,,141,1,0,0,,,,,,12143,26314,0,0,,,,,,1,0,0,0,,,,,,1,0,0,0,,,,,,65.25,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,26,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,101,1,,,,,,,,29057.81,8951.42,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,80326,3878,20357,323,,,,,,11218,189,738,8,,,,,,1152183,31717,103930,5074,,,,,,577,2,17,2,,,,,,512,2,17,2,,,,,,157808,1069,5163,3614,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,148,,,,,,,,,2444.57,,,,,,,,,3,,,,,,,,,3,,,,,,,,,572.75,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/20,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,34,1,,,,,,,,2,0,,,,,,,,217.71,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,123.6,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"We are water only!
However, we did inform our customers of LIHEAP and other options."
08/31/20,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/20,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",No,Wastewater only,,,,,,,,,556,,,,,,,,,17,,,,,,,,,1201.92,,,,,,,,,1,,,,,,,,,1,,,,,,,,,226.55,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",Yes,Wastewater only,,,,,,,517,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,No,No,No,
08/31/20,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",Yes,Wastewater only,,,,,,,795,0,,,,,,,,4,0,,,,,,,,1366.16,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,124,2,47,2,,,,,,2,0,0,0,,,,,,378.78,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
08/31/20,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,815,63,802,41,,,,,,46,1,46,1,,,,,,12163.16,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,"Our billing system does distinguish between residential and commercial customers, which allows me to see the total numbers of water and wastewater accounts of each classification. However, I do not have reporting capabilities that specifically distinguishes between residential and commercial for accounts considered past due. Because we currently only have one commercial account that is past due, I'm able to easily report that simply from my own memory. Also, our Accounts Receivable report does not differentiate between residential or commercial, and also does not break down the totals individually for each service type. The $12,163.16 reported as &gt;30 days includes balances for water, wastewater, garbage, and assessment fees for water/wastewater. I currently do not have a more accurate way of reporting these totals. "
08/31/20,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,588,0,313,1,,,,,,30,0,11,0,,,,,,2139.99,0,558.97,0,,,,,,3,0,1,0,,,,,,1,0,0,0,,,,,,440.26,0,160.97,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,No,"Cooperating with all customers that need help during this pandemic period.
Joel Clarke
919-662-0457"
08/31/20,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,772,,,,,,,,,10,,,,,,,,,5,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,Sending out grease goblin too
08/31/20,Water/Sewer,"A & D Water Service, Inc. (Docket Number W-1049)",Yes,Both water and wastewater customers,432,1,444,14,,,,,,84,1,82,1,,,,,,2074.5,0,1600.95,0,,,,,,1,0,0,0,,,,,,1,0,0,0,,,,,,795.15,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,No,
08/31/20,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,80018,4100,20009,656,,,,,,10660,109,616,11,,,,,,1019973.11,27669.23,97819.24,9221.66,,,,,,443,2,10,2,,,,,,443,2,10,2,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,2,1,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,"The information for Aqua’s response to Payment Plans question, Total balance remaining on all repayment plans for customer accounts on the last day of the Monthly Reporting Period is not available for August; this information will be reported on in the September report to be submitted by 10/15/20.

In response to Ordering paragraph 9, Aqua NC issued a social media campaign for all Aqua NC zip codes, posted an announcement on the website, and sent a bill insert announcing the payment plan options available as well as availability of financial assistance.  Aqua’s communications did not include LIHEAP or the CIP as those programs are not applicable to Aqua North Carolina.  Aqua did, however, provide information for 211.org, which is a free service to help find local community agencies providing a wide range of assistance."
08/31/20,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,171,0,,,,,,,,11,0,,,,,,,,2556.38,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,Harrco Utility Corporation (Docket Number W-796),Yes,Wastewater only,,,,,,,96,1,,,,,,,,5,0,,,,,,,,1000.45,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,33526,557,19830,664,,,,,,3763,66,2222,75,,,,,,481708.1,17785.95,283737.63,22153.13,,,,,,28,1,0,0,,,,,,28,1,0,0,,,,,,12005.22,4696.51,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,543127,56695,,,,,,,,51033,3431,,,,,,,,5240000,1240000,,,,,,,,3886,186,,,,,,,,2640,18,,,,,,,,1000000,166000,,,,,,,,0,0,,,,,,,,3,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans.
Data provided represents 08/01/2020 through 08/31/2020
PSNC is preparing to resume normal disconnection and accrual processes in accordance with Commission order dated July 29, 2020, in Docket No. M-100, SUB 158"
08/31/20,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,692243,73691,,,,,,,,108526,6296,,,,,,,,14934636,3033769,,,,,,,,324,6,,,,,,,,99,6,,,,,,,,46565,2042,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
08/31/20,Water/Sewer,"ENVIRO-TECH OF NORTH CAROLINA, INC. (Docket Number W-1165)",Yes,Wastewater only,,,,,,,222,0,,,,,,,,218,0,,,,,,,,41665.42,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,Newly acquired billing.  Still entering information and cannot distinguish on this report residential or commercial.  A/R is what is recorded on file from previous biller
08/31/20,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",Yes,Wastewater only,,,,,,,321,79,,,,,,,,302,74,,,,,,,,40691.99,189392.24,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,Quarterly Cycles (2) Newly acquired billing
08/31/20,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1241513,212650,,,,,,,,220392,13671,,,,,,,,74279244,11085956,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"The number of past-due accounts and the total accounts receivable balance more than 30 days old are approximate numbers based on the information available at this time.  
The number of customer accounts enrolled in repayment plans, and the total balance remaining on repayment plans, is not available to be categorized as residential and nonresidential, but will be available by customer class for the next reporting period, after disconnects have been initiated.
Disconnects for non-payment are not slated to begin until on or after 10/1/20."
08/31/20,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1816527,574667,,,,,,,,335942,22707,,,,,,,,96703286,17097876,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans.
Data provided represents 08/01/2020 through 08/31/2020
PSNC is preparing to resume normal disconnection and accrual processes in accordance "
08/31/20,Water/Sewer,"Ginguite Woods Water Reclamation Association, Inc. (Docket Number W-1139)",Yes,Wastewater only,,,,,,,39,0,,,,,,,,17,0,,,,,,,,672.06,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1371,2,,,,,,,,107,0,,,,,,,,14654.16,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"Bay Tree Utility Company; Lake Creek Corp., d/b/a (Docket Number W-1080)",Yes,Wastewater only,,,,,,,179,0,,,,,,,,34,0,,,,,,,,6218.21,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2414,1972,,,,,,,,274,113,,,,,,,,42803.46,167103.15,,,,,,,,4,2,,,,,,,,4,2,,,,,,,,1724.07,44443.77,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
08/31/20,Water/Sewer,"H H WATER, LLC (Docket Number W-1318)",Yes,Water only,,,,,,,222,1,,,,,,,,208,1,,,,,,,,4659.21,28729.01,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,104772,18383,,,,,,,,19391,1286,,,,,,,,8173484,1009570,,,,,,,,832,28,,,,,,,,832,28,,,,,,,,1641775,46618,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,N/A
08/31/20,Water/Sewer,"CBL & Associates Management, Inc. - Mayfaire (Docket Number W-1311)",Yes,Water only,,,,,,,0,67,,,,,,,,0,28,,,,,,,,0,28279.95,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,491,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,3,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,61,0,61,0,,,,,,4258.11,0,5212.4,0,,,,,,13,0,13,0,,,,,,13,0,13,0,,,,,,5406.03,0,2741.04,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,Yes,
08/31/20,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,274,0,274,0,,,,,,89,0,89,0,,,,,,1306.36,0,1961.22,0,,,,,,3,0,3,0,,,,,,482.93,0,724.39,0,,,,,,482.93,0,724.39,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
08/31/20,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,34,1,,,,,,,,2,0,,,,,,,,2,2,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,82.4,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"We only provide water service but we did inform our customers of payment plans, LIHEAP and CIP"
08/31/20,Water/Sewer,"IA MATTHEWS SYCAMORE, LLC, (Docket Number W-1304)",No,Water only,,,,,,,,,37,,,,,,,,,0,,,,,,,,,0,,,,,,,,,37,,,,,,,,,37,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,7814,1903,,,,,,,,466,56,,,,,,,,53287.78,20927.84,,,,,,,,29,0,,,,,,,,29,0,,,,,,,,9673,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"Twitter/Facebook posts on 8/4, 8/17 and 8/28 with updated details
COVID-19 info included on all billing and past due notices and emails all residential cycles
COVID-19 and assistance information updated on nrlp website.
August customer newsletter on 8/28 to all customers.
8/5 email to all customers with past due balances eligible for payment plans with details.
If customers refuse payment plan, CSRs are documenting it on the account and working with the customer to pay per customer preferences."
08/31/20,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1427,0,1666,7,,,,,,101,0,129,0,,,,,,1154.59,0,2740.24,0,,,,,,11,0,16,0,,,,,,6,0,8,0,,,,,,350,0,450,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Yes,
08/31/20,Water/Sewer,"CBL & Associates Management, Inc. - Alamance Crossing (Docket Number W-1311)",No,Water only,,,,,,,,,46,,,,,,,,,20,,,,,,,,,4539.53,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,
08/31/20,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",Yes,Both water and wastewater customers,0,2,0,1,,,,,,0,2,0,1,,,,,,0,1317409,0,1072702,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,166,,,,,,,,,2794.76,,,,,,,,,4,,,,,,,,,4,,,,,,,,,638.95,,,,,,,,,1,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,1987,16,0,4,,,,,,143,1,0,0,,,,,,6081,234,0,0,,,,,,1,0,0,0,,,,,,1,0,0,0,,,,,,123.16,0,0,0,,,,,,0,0,0,0,,,,,,2,1,0,0,,,,,,0,0,0,0,,,,,,20,1,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,"Mailed out an insert with the August Bills regarding the Availability of Covid Arrangement &
Relief Extension (Care) Plan along with letting customers know about payment arrangments if needed when customers call in by phone."
